search_text,document_id,document_type,trade,certification_group,importance,selection_rule,certification_name,ncs_code,review_status,source_file
"직종 건축목공시공의 NCS 능력은 건축목공시공 계획수립이며 NCS 코드는 1403020103_14v2, 세분류는 건축목공시공이다.",ability-requirement-00001,NCS 능력 요구사항,건축목공시공,,,,,1403020103_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 건축목공시공 도면파악이며 NCS 코드는 1403020101_14v2, 세분류는 건축목공시공이다.",ability-requirement-00002,NCS 능력 요구사항,건축목공시공,,,,,1403020101_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 건축목공시공 현장안전이며 NCS 코드는 1403020102_14v2, 세분류는 건축목공시공이다.",ability-requirement-00003,NCS 능력 요구사항,건축목공시공,,,,,1403020102_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 검사 하자보수이며 NCS 코드는 1403020112_14v2, 세분류는 건축목공시공이다.",ability-requirement-00004,NCS 능력 요구사항,건축목공시공,,,,,1403020112_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 구조물 제작설치이며 NCS 코드는 1403020106_14v2, 세분류는 건축목공시공이다.",ability-requirement-00005,NCS 능력 요구사항,건축목공시공,,,,,1403020106_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 먹매김이며 NCS 코드는 1403020105_14v2, 세분류는 건축목공시공이다.",ability-requirement-00006,NCS 능력 요구사항,건축목공시공,,,,,1403020105_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 목재창호 제작설치이며 NCS 코드는 1403020110_14v2, 세분류는 건축목공시공이다.",ability-requirement-00007,NCS 능력 요구사항,건축목공시공,,,,,1403020110_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 바닥 설치이며 NCS 코드는 1403020107_14v2, 세분류는 건축목공시공이다.",ability-requirement-00008,NCS 능력 요구사항,건축목공시공,,,,,1403020107_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 벽 설치이며 NCS 코드는 1403020108_14v2, 세분류는 건축목공시공이다.",ability-requirement-00009,NCS 능력 요구사항,건축목공시공,,,,,1403020108_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 보양 현장정리이며 NCS 코드는 1403020111_14v2, 세분류는 건축목공시공이다.",ability-requirement-00010,NCS 능력 요구사항,건축목공시공,,,,,1403020111_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 시공준비이며 NCS 코드는 1403020104_14v2, 세분류는 건축목공시공이다.",ability-requirement-00011,NCS 능력 요구사항,건축목공시공,,,,,1403020104_14v2,구조화원본,직종별_능력요건.csv
"직종 건축목공시공의 NCS 능력은 천장 설치이며 NCS 코드는 1403020109_14v2, 세분류는 건축목공시공이다.",ability-requirement-00012,NCS 능력 요구사항,건축목공시공,,,,,1403020109_14v2,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 거푸집 설치이며 NCS 코드는 1403020606_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00013,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020606_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 시공 전 준비이며 NCS 코드는 1403020604_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00014,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020604_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 자재관리이며 NCS 코드는 1403020605_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00015,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020605_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 철근가공 조립검사이며 NCS 코드는 1403020607_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00016,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020607_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 철근콘크리트시공 계획수립이며 NCS 코드는 1403020603_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00017,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020603_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 철근콘크리트시공 설계도서검토이며 NCS 코드는 1403020601_22v4, 세분류는 철근콘크리트시공이다.",ability-requirement-00018,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020601_22v4,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 철근콘크리트시공 현장안전관리이며 NCS 코드는 1403020602_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00019,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020602_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 콘크리트 양생 후 검사·보수이며 NCS 코드는 1403020610_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00020,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020610_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 콘크리트 타설 양생이며 NCS 코드는 1403020609_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00021,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020609_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 콘크리트 타설 전 준비이며 NCS 코드는 1403020608_22v3, 세분류는 철근콘크리트시공이다.",ability-requirement-00022,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020608_22v3,구조화원본,직종별_능력요건.csv
"직종 철근콘크리트시공의 NCS 능력은 콘크리트 타설작업이며 NCS 코드는 1407030118_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00023,NCS 능력 요구사항,철근콘크리트시공,,,,,1407030118_16v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 규산질계 도포 방수이며 NCS 코드는 1403020306_14v2, 세분류는 방수시공이다.",ability-requirement-00024,NCS 능력 요구사항,방수시공,,,,,1403020306_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 도막 방수이며 NCS 코드는 1403020308_14v2, 세분류는 방수시공이다.",ability-requirement-00025,NCS 능력 요구사항,방수시공,,,,,1403020308_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 바탕처리이며 NCS 코드는 1403020304_21v3, 세분류는 방수시공이다.",ability-requirement-00026,NCS 능력 요구사항,방수시공,,,,,1403020304_21v3,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 방수 검사이며 NCS 코드는 1403020310_14v2, 세분류는 방수시공이다.",ability-requirement-00027,NCS 능력 요구사항,방수시공,,,,,1403020310_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 방수면 보호이며 NCS 코드는 1403020311_14v2, 세분류는 방수시공이다.",ability-requirement-00028,NCS 능력 요구사항,방수시공,,,,,1403020311_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 방수시공 계획수립이며 NCS 코드는 1403020303_14v2, 세분류는 방수시공이다.",ability-requirement-00029,NCS 능력 요구사항,방수시공,,,,,1403020303_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 방수시공 도면파악이며 NCS 코드는 1403020301_14v2, 세분류는 방수시공이다.",ability-requirement-00030,NCS 능력 요구사항,방수시공,,,,,1403020301_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 방수시공 현장안전이며 NCS 코드는 1403020302_21v3, 세분류는 방수시공이다.",ability-requirement-00031,NCS 능력 요구사항,방수시공,,,,,1403020302_21v3,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 시멘트 액체 방수이며 NCS 코드는 1403020305_14v2, 세분류는 방수시공이다.",ability-requirement-00032,NCS 능력 요구사항,방수시공,,,,,1403020305_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 시트 방수이며 NCS 코드는 1403020307_14v2, 세분류는 방수시공이다.",ability-requirement-00033,NCS 능력 요구사항,방수시공,,,,,1403020307_14v2,구조화원본,직종별_능력요건.csv
"직종 방수시공의 NCS 능력은 실링 방수이며 NCS 코드는 1403020309_14v2, 세분류는 방수시공이다.",ability-requirement-00034,NCS 능력 요구사항,방수시공,,,,,1403020309_14v2,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 기준설정 및 규준틀 설치이며 NCS 코드는 1403020205_24v4, 세분류는 조적미장시공이다.",ability-requirement-00035,NCS 능력 요구사항,조적미장시공,,,,,1403020205_24v4,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 단열 모르타르 바름이며 NCS 코드는 1403020210_18v3, 세분류는 조적미장시공이다.",ability-requirement-00036,NCS 능력 요구사항,조적미장시공,,,,,1403020210_18v3,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 모르타르 바닥미장이며 NCS 코드는 1403020211_24v4, 세분류는 조적미장시공이다.",ability-requirement-00037,NCS 능력 요구사항,조적미장시공,,,,,1403020211_24v4,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 모르타르 벽미장이며 NCS 코드는 1403020209_18v3, 세분류는 조적미장시공이다.",ability-requirement-00038,NCS 능력 요구사항,조적미장시공,,,,,1403020209_18v3,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 모서리 및 벽면 비드설치이며 NCS 코드는 1403020208_18v3, 세분류는 조적미장시공이다.",ability-requirement-00039,NCS 능력 요구사항,조적미장시공,,,,,1403020208_18v3,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 벽돌 쌓기 작업이며 NCS 코드는 1403020206_24v4, 세분류는 조적미장시공이다.",ability-requirement-00040,NCS 능력 요구사항,조적미장시공,,,,,1403020206_24v4,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 블록 쌓기 작업이며 NCS 코드는 1403020207_24v4, 세분류는 조적미장시공이다.",ability-requirement-00041,NCS 능력 요구사항,조적미장시공,,,,,1403020207_24v4,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 조적미장시공 계획수립이며 NCS 코드는 1403020203_24v4, 세분류는 조적미장시공이다.",ability-requirement-00042,NCS 능력 요구사항,조적미장시공,,,,,1403020203_24v4,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 조적미장시공 도면검토이며 NCS 코드는 1403020201_24v4, 세분류는 조적미장시공이다.",ability-requirement-00043,NCS 능력 요구사항,조적미장시공,,,,,1403020201_24v4,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 조적미장시공 보양 청소이며 NCS 코드는 1403020212_24v4, 세분류는 조적미장시공이다.",ability-requirement-00044,NCS 능력 요구사항,조적미장시공,,,,,1403020212_24v4,구조화원본,직종별_능력요건.csv
"직종 조적미장시공의 NCS 능력은 조적미장시공 작업준비이며 NCS 코드는 1403020204_24v4, 세분류는 조적미장시공이다.",ability-requirement-00045,NCS 능력 요구사항,조적미장시공,,,,,1403020204_24v4,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재붙임이며 NCS 코드는 1403021706_19v3, 세분류는 석재시공이다.",ability-requirement-00046,NCS 능력 요구사항,타일석공시공,,,,,1403021706_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재시공 검사 보수이며 NCS 코드는 1403021707_19v3, 세분류는 석재시공이다.",ability-requirement-00047,NCS 능력 요구사항,타일석공시공,,,,,1403021707_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재시공 계획수립이며 NCS 코드는 1403021703_19v3, 세분류는 석재시공이다.",ability-requirement-00048,NCS 능력 요구사항,타일석공시공,,,,,1403021703_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재시공 도서파악이며 NCS 코드는 1403021701_19v3, 세분류는 석재시공이다.",ability-requirement-00049,NCS 능력 요구사항,타일석공시공,,,,,1403021701_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재시공 바탕면 준비이며 NCS 코드는 1403021705_19v3, 세분류는 석재시공이다.",ability-requirement-00050,NCS 능력 요구사항,타일석공시공,,,,,1403021705_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재시공 작업 준비이며 NCS 코드는 1403021704_19v3, 세분류는 석재시공이다.",ability-requirement-00051,NCS 능력 요구사항,타일석공시공,,,,,1403021704_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재시공 청소 보양이며 NCS 코드는 1403021708_19v3, 세분류는 석재시공이다.",ability-requirement-00052,NCS 능력 요구사항,타일석공시공,,,,,1403021708_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재시공 현장안전이며 NCS 코드는 1403021702_19v3, 세분류는 석재시공이다.",ability-requirement-00053,NCS 능력 요구사항,타일석공시공,,,,,1403021702_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 석재 가공이며 NCS 코드는 1402021104_14v2, 세분류는 석축이다.",ability-requirement-00054,NCS 능력 요구사항,타일석공시공,,,,,1402021104_14v2,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 바닥 타일붙임이며 NCS 코드는 1403020411_19v3, 세분류는 타일시공이다.",ability-requirement-00055,NCS 능력 요구사항,타일석공시공,,,,,1403020411_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 벽 타일붙임이며 NCS 코드는 1403020410_19v3, 세분류는 타일시공이다.",ability-requirement-00056,NCS 능력 요구사항,타일석공시공,,,,,1403020410_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 타일시공 검사 보수이며 NCS 코드는 1403020408_19v3, 세분류는 타일시공이다.",ability-requirement-00057,NCS 능력 요구사항,타일석공시공,,,,,1403020408_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 타일시공 계획수립이며 NCS 코드는 1403020403_19v3, 세분류는 타일시공이다.",ability-requirement-00058,NCS 능력 요구사항,타일석공시공,,,,,1403020403_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 타일시공 도면파악이며 NCS 코드는 1403020401_19v3, 세분류는 타일시공이다.",ability-requirement-00059,NCS 능력 요구사항,타일석공시공,,,,,1403020401_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 타일시공 바탕면 준비이며 NCS 코드는 1403020405_19v3, 세분류는 타일시공이다.",ability-requirement-00060,NCS 능력 요구사항,타일석공시공,,,,,1403020405_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 타일시공 작업 준비이며 NCS 코드는 1403020404_19v3, 세분류는 타일시공이다.",ability-requirement-00061,NCS 능력 요구사항,타일석공시공,,,,,1403020404_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 타일시공 청소 보양이며 NCS 코드는 1403020409_19v3, 세분류는 타일시공이다.",ability-requirement-00062,NCS 능력 요구사항,타일석공시공,,,,,1403020409_19v3,구조화원본,직종별_능력요건.csv
"직종 타일석공시공의 NCS 능력은 타일시공 현장안전이며 NCS 코드는 1403020402_19v3, 세분류는 타일시공이다.",ability-requirement-00063,NCS 능력 요구사항,타일석공시공,,,,,1403020402_19v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 도장작업이며 NCS 코드는 1407060122_16v2, 세분류는 건설기계정비이다.",ability-requirement-00064,NCS 능력 요구사항,도장시공,,,,,1407060122_16v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 건축도장시공 검사이며 NCS 코드는 1403020513_14v2, 세분류는 건축도장시공이다.",ability-requirement-00065,NCS 능력 요구사항,도장시공,,,,,1403020513_14v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 건축도장시공 계획수립이며 NCS 코드는 1403020516_16v3, 세분류는 건축도장시공이다.",ability-requirement-00066,NCS 능력 요구사항,도장시공,,,,,1403020516_16v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 건축도장시공 도면파악이며 NCS 코드는 1403020501_14v2, 세분류는 건축도장시공이다.",ability-requirement-00067,NCS 능력 요구사항,도장시공,,,,,1403020501_14v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 건축도장시공 보수이며 NCS 코드는 1403020514_16v3, 세분류는 건축도장시공이다.",ability-requirement-00068,NCS 능력 요구사항,도장시공,,,,,1403020514_16v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 건축도장시공 현장안전이며 NCS 코드는 1403020502_14v2, 세분류는 건축도장시공이다.",ability-requirement-00069,NCS 능력 요구사항,도장시공,,,,,1403020502_14v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 건축도장시공설계도서검토이며 NCS 코드는 1403020515_16v3, 세분류는 건축도장시공이다.",ability-requirement-00070,NCS 능력 요구사항,도장시공,,,,,1403020515_16v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 도포면 바탕 처리이며 NCS 코드는 1403020504_16v3, 세분류는 건축도장시공이다.",ability-requirement-00071,NCS 능력 요구사항,도장시공,,,,,1403020504_16v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 목부 래커 도장이며 NCS 코드는 1403020509_14v2, 세분류는 건축도장시공이다.",ability-requirement-00072,NCS 능력 요구사항,도장시공,,,,,1403020509_14v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 목부 유성페인트 도장이며 NCS 코드는 1403020508_14v2, 세분류는 건축도장시공이다.",ability-requirement-00073,NCS 능력 요구사항,도장시공,,,,,1403020508_14v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 석고보드면 도장이며 NCS 코드는 1403020512_16v3, 세분류는 건축도장시공이다.",ability-requirement-00074,NCS 능력 요구사항,도장시공,,,,,1403020512_16v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 철부 래커 에나멜페인트 도장이며 NCS 코드는 1403020511_14v2, 세분류는 건축도장시공이다.",ability-requirement-00075,NCS 능력 요구사항,도장시공,,,,,1403020511_14v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 철부 유성페인트 도장이며 NCS 코드는 1403020510_14v2, 세분류는 건축도장시공이다.",ability-requirement-00076,NCS 능력 요구사항,도장시공,,,,,1403020510_14v2,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 콘크리트 우레탄 에폭시 도장이며 NCS 코드는 1403020507_16v3, 세분류는 건축도장시공이다.",ability-requirement-00077,NCS 능력 요구사항,도장시공,,,,,1403020507_16v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 콘크리트면 무늬코트 본타일 도장이며 NCS 코드는 1403020506_16v3, 세분류는 건축도장시공이다.",ability-requirement-00078,NCS 능력 요구사항,도장시공,,,,,1403020506_16v3,구조화원본,직종별_능력요건.csv
"직종 도장시공의 NCS 능력은 콘크리트면 수성페인트 도장이며 NCS 코드는 1403020505_14v2, 세분류는 건축도장시공이다.",ability-requirement-00079,NCS 능력 요구사항,도장시공,,,,,1403020505_14v2,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 거푸집 동바리 검사 점검이며 NCS 코드는 1403020810_20v3, 세분류는 가설시공이다.",ability-requirement-00080,NCS 능력 요구사항,비계시공,,,,,1403020810_20v3,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 거푸집 동바리 설치이며 NCS 코드는 1403020809_14v2, 세분류는 가설시공이다.",ability-requirement-00081,NCS 능력 요구사항,비계시공,,,,,1403020809_14v2,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 거푸집 동바리 시공계획 수립이며 NCS 코드는 1403020808_14v2, 세분류는 가설시공이다.",ability-requirement-00082,NCS 능력 요구사항,비계시공,,,,,1403020808_14v2,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 거푸집 동바리 해체 정리이며 NCS 코드는 1403020811_14v2, 세분류는 가설시공이다.",ability-requirement-00083,NCS 능력 요구사항,비계시공,,,,,1403020811_14v2,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 비계 설치이며 NCS 코드는 1403020805_14v2, 세분류는 가설시공이다.",ability-requirement-00084,NCS 능력 요구사항,비계시공,,,,,1403020805_14v2,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 비계 시공계획 수립이며 NCS 코드는 1403020804_14v2, 세분류는 가설시공이다.",ability-requirement-00085,NCS 능력 요구사항,비계시공,,,,,1403020804_14v2,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 비계 해체 정리이며 NCS 코드는 1403020807_14v2, 세분류는 가설시공이다.",ability-requirement-00086,NCS 능력 요구사항,비계시공,,,,,1403020807_14v2,구조화원본,직종별_능력요건.csv
"직종 비계시공의 NCS 능력은 가설구조물 설치이며 NCS 코드는 1402020907_22v3, 세분류는 철강재시공이다.",ability-requirement-00087,NCS 능력 요구사항,비계시공,,,,,1402020907_22v3,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관 도면해독이며 NCS 코드는 1403030502_15v1, 세분류는 배관시공이다.",ability-requirement-00088,NCS 능력 요구사항,배관시공,,,,,1403030502_15v1,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관 부대장치 시공이며 NCS 코드는 1403030506_21v2, 세분류는 배관시공이다.",ability-requirement-00089,NCS 능력 요구사항,배관시공,,,,,1403030506_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관 유지보수이며 NCS 코드는 1403030508_21v2, 세분류는 배관시공이다.",ability-requirement-00090,NCS 능력 요구사항,배관시공,,,,,1403030508_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관 자재(재료)준비이며 NCS 코드는 1403030503_21v2, 세분류는 배관시공이다.",ability-requirement-00091,NCS 능력 요구사항,배관시공,,,,,1403030503_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관검사이며 NCS 코드는 1403030507_21v2, 세분류는 배관시공이다.",ability-requirement-00092,NCS 능력 요구사항,배관시공,,,,,1403030507_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관시공 계획수립이며 NCS 코드는 1403030501_21v2, 세분류는 배관시공이다.",ability-requirement-00093,NCS 능력 요구사항,배관시공,,,,,1403030501_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관시공 안전관리이며 NCS 코드는 1403030509_21v2, 세분류는 배관시공이다.",ability-requirement-00094,NCS 능력 요구사항,배관시공,,,,,1403030509_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 배관작업이며 NCS 코드는 1403030504_21v2, 세분류는 배관시공이다.",ability-requirement-00095,NCS 능력 요구사항,배관시공,,,,,1403030504_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 특수배관 시공이며 NCS 코드는 1403030505_21v2, 세분류는 배관시공이다.",ability-requirement-00096,NCS 능력 요구사항,배관시공,,,,,1403030505_21v2,구조화원본,직종별_능력요건.csv
"직종 배관시공의 NCS 능력은 공정제어배관 시공이며 NCS 코드는 1404020307_20v3, 세분류는 플랜트계측설비시공이다.",ability-requirement-00097,NCS 능력 요구사항,배관시공,,,,,1404020307_20v3,구조화원본,직종별_능력요건.csv
"직종 용접의 NCS 능력은 CO2용접 가용접 작업이며 NCS 코드는 1601050205_21v4, 세분류는 CO2용접이다.",ability-requirement-00098,NCS 능력 요구사항,용접,,,,,1601050205_21v4,구조화원본,직종별_능력요건.csv
